"logFC.trtDF" "logFC.trtDL" "logFC.trtDS" "logCPM" "LR" "PValue" "FDR"
"oases3_k25_Locus_53387_Transcript_1_1" 4.13503010392562 -2.27433707831799 -2.22215824031569 4.0220663245886 55.43358763992 5.54892275158465e-12 4.152972327936e-09
"oases3_k31_Locus_27886_Transcript_6_2" 6.8387470998229 -0.323577441968484 -2.27084771328636 3.17691701097205 55.149688818978 6.37940040110368e-12 4.66343351827101e-09
"oases3_k49_Locus_66468_Transcript_1_1" 4.6559907107839 -4.45449220619371 -3.8953538890833 2.49150006802302 55.1161764791066 6.48529188863255e-12 4.66343351827101e-09
"oases6_k43_Locus_15593_Transcript_3_1" 4.37688504701782 -0.164908041302875 -0.871937496121737 4.1892933154967 54.786688245816 7.62465077820321e-12 5.37728496132781e-09
"oases3_k49_Locus_38780_Transcript_5_1" 4.00532479890784 -0.0323795213926316 -3.81401117664252 4.64705052742326 53.2387100940041 1.63062459575087e-11 1.11245661210117e-08
"oases3_k43_Locus_49382_Transcript_1_1" 6.39880888908974 -3.21099471164219 -1.31562427301021 3.7094116744446 53.2294404402789 1.63806225434143e-11 1.11245661210117e-08
"oases6_k43_Locus_36842_Transcript_2_1" 6.37118655979129 -0.577770037658428 0.59168166600926 3.62419021593024 52.7112778815121 2.11251494918811e-11 1.40858655875592e-08
"oases6_k31_Locus_57831_Transcript_1_1" 5.95526077361768 -2.67180451008631 -2.89719703824447 2.20702663908413 52.6530728526781 2.17373985628592e-11 1.42352788838524e-08
"oases3_k25_Locus_53259_Transcript_1_1" 6.44618486792353 0.442484961282646 -2.27609609256104 5.90959011337331 52.1007983207271 2.850529789469e-11 1.83399085910872e-08
"oases6_CL45Contig2_2" -4.49076403955578 -5.17890922028413 -3.32989799033992 7.81298740141892 51.7816031971869 3.33389654805828e-11 2.10799979494727e-08
"oases3_k49_Locus_49905_Transcript_1_1" 8.45863628675335 0.095262171919997 -0.16168599066063 2.11273377266227 51.7323379400048 3.41547255376591e-11 2.12297669430945e-08
"oases6_k49_Locus_19029_Transcript_2_1" 4.89787215708754 -4.86314197315107 -0.401736863404846 3.21290095095954 51.4969953826542 3.83354868259575e-11 2.34312884728056e-08
"oases6_k43_Locus_55712_Transcript_2_1" 6.09569789568072 -2.84945719589755 0.441776775556971 2.54050125380045 51.4369540362643 3.94816037321922e-11 2.37362107159129e-08
"oases6_k37_Locus_3206_Transcript_1_1" -7.22587656413798 -6.47193165631752 -2.42516404101312 4.3840821960763 51.3264687074376 4.16808565281653e-11 2.46542266364098e-08
"oases3_CL17685Contig1_1" 3.58957809030664 -1.71641796471579 -0.20982261323086 5.59755164775652 51.1939662388862 4.44803905927043e-11 2.58925295905753e-08
"oases3_k49_Locus_10794_Transcript_5_1" -6.15015245485938 -6.52879841021898 -2.60154721237392 4.71015742358914 51.1085555745667 4.63837765407081e-11 2.65786287043342e-08
"oases3_k25_Locus_53364_Transcript_5_1" 4.83559164672151 -4.52481724729064 -2.17955186196156 2.81823132407533 50.4416104883931 6.43347005182270e-11 3.62976380323837e-08
"oases6_CL14329Contig1_1" 5.53570479330893 0.963617013372399 -0.0113477389068259 3.7221111916733 50.1532015586525 7.41095424326241e-11 4.11790795398731e-08
"oases3_k49_Locus_6476_Transcript_4_2" 6.43756338517905 0.251431517473024 0.0809652261824236 2.65629914100853 50.0562690878044 7.77174424424503e-11 4.25392800998803e-08
"oases6_k25_Locus_55197_Transcript_1_1" 7.75051129741834 -0.254690604412332 0.670186279313456 1.69985903587683 49.7778802680247 8.90850151155787e-11 4.78278502572205e-08
"oases3_k37_Locus_32702_Transcript_2_1" 1.52176398844069 7.11312456334987 5.06562620070632 7.31425232574369 49.7573173985134 8.99877748683831e-11 4.78278502572205e-08
"oases3_k25_Locus_52548_Transcript_1_1" 5.0002092089044 -3.88585860238686 -1.90205047797749 2.48042428844397 49.694884890761 9.27851087147263e-11 4.86101184556451e-08
"oases3_k43_Locus_38344_Transcript_3_1" 3.52951367037035 -6.16008845115255 -1.91092701358988 3.03671381427957 49.0787371274619 1.25506866041191e-10 6.48269478637833e-08
"oases6_k25_Locus_42959_Transcript_7_1" 5.93010649620215 0.00732509810096619 -1.78514802914798 2.38773473693954 48.683961171883 1.52302123673662e-10 7.75746636317251e-08
"oases3_k31_Locus_3020_Transcript_3_1" -6.23127621378085 -5.52252870514026 -1.65028171584745 8.56200298827365 48.4042674745262 1.7467797982662e-10 8.77529527970088e-08
"oases6_k49_Locus_13559_Transcript_1_1" 4.00249220132637 -2.71339834717533 -2.85482532081613 3.14843882880981 48.351591419662 1.79245969059448e-10 8.88309111259071e-08
"oases6_k49_Locus_57691_Transcript_1_1" 8.6493299025386 3.01764387749399 -0.294844937377939 2.31922967962023 47.8661431838637 2.27382922169382e-10 1.11184185396237e-07
"oases6_CL13495Contig1_1" 5.26549107613061 0.27553137760599 -3.43625938832164 2.57990198941142 47.1265655591437 3.26668972276641e-10 1.57630673951332e-07
"oases6_k25_Locus_55231_Transcript_1_1" 5.75348363622875 4.60369953143534 -0.631756894963628 3.78918733256766 46.9901911014679 3.49234478537407e-10 1.6633085755068e-07
"oases3_CL20429Contig1_1" 4.64660305283403 -0.162227222475739 -3.70884537826524 2.96127593372793 46.8980809008224 3.65350416489547e-10 1.71077680955083e-07
"oases2_k25_Locus_22851_Transcript_3_1" 5.81207284247275 1.43236361544445 0.267307555415952 4.83990021819206 46.8803829066766 3.68530984524078e-10 1.71077680955083e-07
"oases6_k43_Locus_5772_Transcript_3_2" 3.17813353779506 -1.79552332853445 -3.67655681308823 4.1408470591709 46.6491023546895 4.12729239319525e-10 1.89200242419562e-07
"oases6_k31_Locus_50052_Transcript_1_1" 8.78531599022554 2.92894201634848 2.05285917940687 2.25101429533279 46.4302766538786 4.59412605108175e-10 2.08000474902865e-07
"oases6_k37_Locus_36803_Transcript_3_1" 4.22570293091399 -1.26185736409468 0.291405763716246 5.49955274016632 46.2742973241892 4.95875128981793e-10 2.21771080550601e-07
"oases6_k25_Locus_55320_Transcript_3_1" 8.885099374418 -0.0576084514190853 2.84968174788289 2.76120049872045 46.0385732741149 5.56538683009214e-10 2.45902929180686e-07
"oases3_k31_Locus_50870_Transcript_3_1" 8.12422980084644 0.112011058451494 -0.184867557445238 1.79061996202006 45.9476523327981 5.81871214768144e-10 2.54035274514192e-07
"oases3_k31_Locus_52792_Transcript_5_1" 5.28206077351267 0.868374280722408 1.03076693374268 6.66061206758906 45.902562468305 5.94858324691034e-10 2.56649874604639e-07
"oases6_k25_Locus_26338_Transcript_1_1" 6.25220547984135 -3.85754160245454 -0.322404469276238 2.69261841560733 45.6704802266223 6.66429294116799e-10 2.84185598873784e-07
"oases3_k25_Locus_53247_Transcript_1_1" 5.21925443100639 0.456660414735077 -1.71917507842194 2.65585598596788 45.4616700760851 7.38146516954619e-10 3.11149968003181e-07
"oases3_k49_Locus_20311_Transcript_1_1" 3.86812525639213 -1.81642043043459 0.165272514144503 4.64406679118636 45.4302779406543 7.49575695691151e-10 3.12377153273654e-07
"oases3_k43_Locus_9936_Transcript_3_1" 4.19444823956529 -0.0354955807609904 -0.497872495795863 4.79614692891413 45.102710574597 8.79912906233653e-10 3.62573550677604e-07
"oases3_k25_Locus_52522_Transcript_1_1" 8.33723554343809 -0.0408967845289532 0.325804731591279 2.00986530516476 44.94224996886 9.51791086187771e-10 3.87746646111922e-07
"oases3_k43_Locus_32959_Transcript_1_1" 3.77401262077558 -0.483021458135674 -2.811347650447 5.18239616606617 44.9201275729382 9.62150486630079e-10 3.87746646111922e-07
"TRINITY_DN16514_c0_g1_i1" 6.3059649154449 -0.213672033046935 0.477069908349421 0.601017501706014 44.8968792028984 9.73158567096815e-10 3.87920044903712e-07
"oases6_k31_Locus_42260_Transcript_1_1" 4.25968557731916 -5.63096388548583 -0.222771516198858 3.37337635653355 44.8562693054393 9.92690024413068e-10 3.91450766293553e-07
"oases3_k37_Locus_50178_Transcript_1_1" 4.31034780918085 -1.26574556503715 -4.68579907528974 2.16382844011144 44.7430447001081 1.04923860238944e-09 4.09348162398168e-07
"oases3_k49_Locus_49169_Transcript_6_1" 6.08714098989136 0.935906531299864 -3.35368295837755 2.55116728529401 44.602498129364 1.12392955909572e-09 4.3387230232334e-07
"oases6_k43_Locus_33951_Transcript_3_1" 4.98802058379605 1.21500460461318 -0.895884542300635 5.04164268660976 44.5286096510767 1.16530312476662e-09 4.45157932235064e-07
"oases3_k49_Locus_51225_Transcript_1_1" 7.72976110815671 3.19474869838747 0.455458550027395 6.59884107740352 44.4482402627936 1.21203502085792e-09 4.58236704329099e-07
"oases3_k31_Locus_52088_Transcript_1_1" 5.8306903768745 -5.37674347351641 -1.1497042694315 5.97312519298221 44.3591290413261 1.26604184552873e-09 4.71167960859902e-07
"oases3_k25_Locus_4987_Transcript_6_1" 4.23628613653211 -0.26989009029577 -5.15848503983488 2.50280625335222 44.3496380316304 1.27193379666595e-09 4.71167960859902e-07
"oases6_k31_Locus_53954_Transcript_1_1" 4.2398234058641 -4.34305323913794 -2.82601155143878 2.19230376894448 43.6874734068424 1.75842698469691e-09 6.44867928097896e-07
"oases6_k49_Locus_50411_Transcript_1_1" 7.12453904381525 2.40212828315609 1.9963634804125 3.71132487009849 43.4717972550574 1.95402167526582e-09 7.09503335614093e-07
"oases2_CL13503Contig1_1" 6.5528303529129 2.9099530951591 0.865053461137458 4.838934648029 43.3020915113361 2.12308720898225e-09 7.6333310995104e-07
"oases6_k43_Locus_32784_Transcript_1_1" 7.05897970428532 2.05734103754724 1.42260563273852 3.67841028851017 43.2790484614448 2.14714308274365e-09 7.64487167703474e-07
"oases3_k31_Locus_32529_Transcript_1_1" 2.94537243330617 1.24107329358552 -5.91720121890514 2.66426796459574 43.2558600102502 2.17162562360114e-09 7.65769485522351e-07
"oases3_k25_Locus_7887_Transcript_7_1" 0.707476749932697 5.65748001621581 2.89957591848498 5.62037585511686 43.1329413225754 2.306137901056e-09 8.05457097575494e-07
"oases6_k31_Locus_55381_Transcript_5_1" 8.39507364200609 -0.0365881205565482 1.3346889968528 2.18883601210549 42.8906510335213 2.5961392690623e-09 8.98190711455864e-07
"oases6_k49_Locus_57785_Transcript_1_1" 8.64118745767643 3.69681205986702 -0.251505475494011 2.0703515832934 42.7627741227644 2.76360562711004e-09 9.47193543579499e-07
"oases3_k31_Locus_8441_Transcript_8_2" 6.0085372960463 0.224918156502428 -1.06310960390989 2.27648601275413 42.707161801843 2.83976190693633e-09 9.64283226047002e-07
"oases6_k49_Locus_57838_Transcript_1_1" 6.14223916657565 2.68541791688524 -2.06820334817834 2.51061454643798 42.5808960348703 3.02054602673524e-09 1.0162613251235e-06
"oases3_k25_Locus_34860_Transcript_8_1" 5.94255881534964 -2.99282421568459 0.761083315070819 2.43135228445468 42.3642951368013 3.35784877878166e-09 1.11947625694782e-06
"oases2_k31_Locus_28609_Transcript_2_1" 4.13522572640291 -1.59856152589761 1.16867980244637 4.58012595005201 42.214546182004 3.6127989478728e-09 1.1936232055436e-06
"oases3_k25_Locus_40865_Transcript_1_1" 5.40440360975269 0.0503490030058586 -1.11227229097029 2.7892103937292 42.0499993757253 3.91529295549655e-09 1.2820137371154e-06
"oases6_k49_Locus_59430_Transcript_3_1" 6.08593807030914 2.87323480462048 0.0106796305086492 7.46922686668626 41.9872406270202 4.03721852481257e-09 1.31023818549072e-06
"oases6_CL2480Contig1_1" 6.18004132270417 -2.6034233813144 -0.612685757147529 2.18318578790871 41.9600326850173 4.09124888382037e-09 1.31612605540653e-06
"oases6_k43_Locus_5868_Transcript_3_2" 4.47736629057623 -1.00250079918083 -0.280585310706332 3.31484371377591 41.8514112647421 4.31424694973657e-09 1.37579459467556e-06
"oases3_k49_Locus_19549_Transcript_1_1" -5.94565219502678 -3.44569032897587 -2.80935640221478 8.65772854205383 41.7373212556169 4.56155671462056e-09 1.44212042582138e-06
"oases6_CL1263Contig1_1" 4.9870565798973 -1.22946068548535 -1.23725685887961 2.51398909236425 41.5881352338032 4.90643142880066e-09 1.53789367340519e-06
"oases3_k25_Locus_55865_Transcript_1_1" 5.38351423053138 -2.93751223693 -2.88872053314627 2.05198549517161 41.5365560051267 5.03162951910189e-09 1.56377075723749e-06
"oases6_k43_Locus_41073_Transcript_7_1" 4.83612703077166 -3.73003698181 0.0773504896039856 2.31766607710372 41.5063550493541 5.10641227311658e-09 1.57367611169752e-06
"oases6_CL2677Contig1_1" 6.68558082377723 3.13959926652477 0.538423606467064 4.94642392357529 41.4117068376011 5.34804536851609e-09 1.63440723166325e-06
"oases6_k37_Locus_39454_Transcript_1_1" 6.45291717378669 -0.223810141408981 1.16510774701187 2.7570645891019 40.7522344150332 7.38023699065043e-09 2.23682174510846e-06
"oases3_k49_Locus_41721_Transcript_1_1" 7.9864489331154 0.0342570862051312 1.05666238272225 1.62111556953057 40.7121875882223 7.52597298401584e-09 2.26229514133453e-06
"oases6_k49_Locus_57878_Transcript_1_1" 6.25212599746669 -3.11345755654265 0.504367345586423 2.85285413013094 40.6861341482656 7.6223248862346e-09 2.27263024839741e-06
"oases6_k25_Locus_55317_Transcript_1_1" 4.66092172003742 -2.80947718308184 -2.72246058087277 1.5706425739274 40.5121035340462 8.29831065730725e-09 2.45422537689862e-06
"oases6_k49_Locus_62532_Transcript_1_1" 8.60958433742228 0.289849637447103 5.42285954583129 2.31265316268081 40.314695290947 9.13786209892309e-09 2.68090253403045e-06
"oases2_CL5800Contig1_1" -4.42215491442275 -5.17832217096001 -1.87858353544775 7.97674645777508 40.2755275465371 9.31426232257894e-09 2.71096779488839e-06
"oases2_CL266Contig1_1" -2.4623267415851 -5.54378424661455 -2.3987241824555 4.95220119578275 40.2284903259443 9.5306050596632e-09 2.74830107045738e-06
"oases6_k49_Locus_6692_Transcript_1_1" -5.6648477694841 -5.17248204141942 -2.17792086461081 8.99317683789671 40.2152479637542 9.5924123201959e-09 2.74830107045738e-06
"oases3_k37_Locus_2363_Transcript_9_1" 3.55396757664334 -1.01575535019247 0.135378704423284 4.05354317896602 40.1076750360251 1.01095628348282e-08 2.82229618275783e-06
"oases3_k25_Locus_53168_Transcript_1_1" 4.21153216518731 -1.72384036828817 -4.59025417280952 2.19956271668487 40.0947939390889 1.0173326029858e-08 2.82229618275783e-06
"oases6_CL6389Contig1_1" -5.61892899607201 -5.66384249238297 -2.91550273102102 3.14493115771305 40.0917240610183 1.01885815261246e-08 2.82229618275783e-06
"oases6_CL29Contig9_1" -1.72286814862213 -5.48197385985106 -2.46719058483603 5.75153806569061 40.0837614679576 1.0228257529947e-08 2.82229618275783e-06
"oases6_k49_Locus_57707_Transcript_1_1" 8.81713009864362 2.86905714766747 2.14710444213484 2.3687350491562 40.0762169989127 1.02659924739587e-08 2.82229618275783e-06
"oases6_CL5114Contig1_1" 4.9173113194804 -0.418597554302995 -3.68459787019115 3.44225453841491 40.0669708287671 1.03124284484375e-08 2.82229618275783e-06
"oases2_k25_Locus_2051_Transcript_4_1" -5.92748132076432 -4.64667570778351 -0.86770480120055 8.00621977131897 39.934253120293 1.1002549664408e-08 2.9888629914284e-06
"oases6_k49_Locus_58100_Transcript_2_1" 5.20659278455524 -2.9329866083444 -3.02275513993968 1.96293650615163 39.7314744819721 1.21470952841615e-08 3.2755178335004e-06
"oases2_CL13523Contig1_1" -6.02213248131667 -4.9800082799089 0.0931332114465086 4.7926288222387 39.4946236364158 1.36353614677004e-08 3.64999716135021e-06
"oases2_k31_Locus_45641_Transcript_1_1" 7.70393944210918 -0.0215517339729186 0.0516901508163874 1.4401115536559 39.448683966426 1.39444543021998e-08 3.70568820742443e-06
"oases6_CL17387Contig1_1" 4.97664856223537 0.109570535775786 -2.15959612562607 3.8221900114634 39.2135040515468 1.56398733730473e-08 4.12633867776809e-06
"oases3_k25_Locus_11054_Transcript_2_1" -0.0214872676748072 5.30071349148126 3.99721895499894 8.17203361619016 39.175890089472 1.59295133772704e-08 4.17273602917598e-06
"oases3_k37_Locus_29971_Transcript_1_1" 6.81988254222047 2.61847791946352 0.381386148691896 4.08955332194203 39.0743718254222 1.67382593292228e-08 4.35349066936588e-06
"oases6_k49_Locus_62996_Transcript_1_1" 7.66658304319659 0.00652243272284408 -0.0115165134371727 1.41965968890381 39.0363890431904 1.70512816868303e-08 4.40367361479667e-06
"oases6_k43_Locus_60897_Transcript_1_1" 4.90419559327763 0.252677141111836 -5.22013229096777 3.06396416654716 38.867825119538 1.85125145903919e-08 4.74761851449959e-06
"oases3_CL153Contig3_2" -2.56258669665349 -5.63864575924419 -2.33101874630502 4.58352007173674 38.8315579050557 1.88428996274594e-08 4.79878929192929e-06
"oases6_CL1059Contig1_1" -2.8111827906354 -5.40160783496724 -2.9799791417117 5.85579911845562 38.7145927792939 1.99490747936e-08 5.04546496486685e-06
"oases6_k25_Locus_23210_Transcript_3_1" 4.21325021217524 5.52528447881528 5.86609338828329 6.25091507034707 38.6758577785353 2.03295158240336e-08 5.10646803982728e-06
"oases3_k43_Locus_456_Transcript_10_1" 5.15038506992591 1.48926250708443 -1.29989202281915 3.39779396356713 38.6160338688608 2.09313705296695e-08 5.19891909039986e-06
"oases6_k25_Locus_62086_Transcript_2_1" 5.27899466823488 -2.53211658208718 -2.812285114744 1.65767498693927 38.6111675012291 2.09811039560216e-08 5.19891909039986e-06
"oases6_k43_Locus_56595_Transcript_5_1" 6.22400047424176 1.18465175066737 0.61926668642723 4.83735811826173 38.5648158585316 2.14607651299844e-08 5.28208482961019e-06
"oases6_k43_Locus_57305_Transcript_1_1" 8.29856139357858 -0.00297441723921573 2.19003186686311 1.82996322707309 38.5424090025497 2.1696549553481e-08 5.30451707849872e-06
"oases3_k43_Locus_49544_Transcript_1_1" 3.14977296974328 -4.66825479607472 -4.97844845473398 1.64339273986552 38.4896262260082 2.22622518856495e-08 5.40677856557898e-06
"oases2_k37_Locus_708_Transcript_3_1" -3.36057255865817 -6.86584222068117 -3.1622384306603 4.20890025731927 38.406421784228 2.31840608447851e-08 5.59361225895266e-06
"oases3_k49_Locus_49382_Transcript_5_1" 4.90475044789645 -0.165213737346981 -3.310894892672 3.07387529593209 38.2117648051283 2.54922925804579e-08 6.08224963678698e-06
"oases2_k43_Locus_1673_Transcript_2_1" -0.935679120062254 3.8414406951861 3.51104676656814 8.23691790515817 38.2078466661942 2.55410368408692e-08 6.08224963678698e-06
"oases6_k37_Locus_12135_Transcript_23_1" 2.71202790935393 -2.56755374497679 -0.599443937310307 5.69196954218908 38.1528855769729 2.6234681775988e-08 6.20712570819877e-06
"oases2_CL131Contig1_1" -3.25025633342108 -4.22133852362847 -2.05877502094954 6.80097512387596 38.0953615237433 2.69808305173907e-08 6.34274357412993e-06
"oases3_k49_Locus_9807_Transcript_5_3" 5.87441367441982 -0.694124303509492 -1.59513783312861 2.4995832250793 37.9869869294459 2.84446205436923e-08 6.63046736896776e-06
"oases6_CL13594Contig1_1" 4.69983896224203 -1.65303106311771 0.452584084130526 3.61742579366843 37.9782266089243 2.85663524744882e-08 6.63046736896776e-06
"oases3_k43_Locus_49973_Transcript_1_1" 8.05685661803282 2.82083207263374 1.04275163621657 1.76434247467971 37.8924229883963 2.9786515877111e-08 6.87019431925341e-06
"oases2_k49_Locus_14071_Transcript_3_1" 3.6539129963204 -1.8987243335271 -0.245033464929814 4.56994772364629 37.7234326445188 3.23439145915953e-08 7.40543317303504e-06
