TRINITY_DN21398_c0_g1	hydrolase activity, acting on ester bonds
TRINITY_DN25965_c0_g2	oxidoreductase activity
TRINITY_DN24550_c0_g1	ATP binding
TRINITY_DN30589_c0_g1	integral component of membrane
TRINITY_DN68273_c0_g1	copper ion binding / oxidoreductase activity
TRINITY_DN66537_c0_g1	copper ion binding / oxidoreductase activity
TRINITY_DN17684_c0_g1	structural constituent of cell wall
TRINITY_DN24086_c0_g1	integral component of membrane / plasma membrane
TRINITY_DN1870_c0_g1	metal ion binding / metal ion transport
TRINITY_DN27923_c0_g1	amino acid binding / metabolic process
TRINITY_DN32020_c0_g5	extrinsic component of membrane / integral component of membrane / photosystem II oxygen evolving complex / calcium ion binding / photosynthesis / photosystem II stabilization
TRINITY_DN25265_c0_g3	catalytic activity / coenzyme binding
TRINITY_DN21168_c0_g1	catalytic activity / metabolic process
TRINITY_DN28041_c0_g2	integral component of membrane / transporter activity / oligopeptide transport
TRINITY_DN28041_c0_g2	integral component of membrane / transporter activity / oligopeptide transport
TRINITY_DN14385_c0_g1	extracellular region / manganese ion binding / nutrient reservoir activity
TRINITY_DN67132_c0_g1	hydrolase activity, hydrolyzing O-glycosyl compounds / carbohydrate metabolic process
TRINITY_DN30578_c0_g4	nucleus / auxin-activated signaling pathway / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN30578_c0_g1	nucleus / auxin-activated signaling pathway / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN32714_c0_g1	integral component of membrane / ATP binding / ATPase activity / transport
TRINITY_DN32032_c0_g2	phosphoric ester hydrolase activity / phosphatidylinositol-3-phosphate biosynthetic process / vacuole organization
TRINITY_DN32969_c0_g2	zinc ion binding
TRINITY_DN20293_c0_g1	catalytic activity / coenzyme binding
TRINITY_DN26640_c0_g2	asparagine synthase (glutamine-hydrolyzing) activity / asparagine biosynthetic process
TRINITY_DN31411_c4_g4	serine-type carboxypeptidase activity
TRINITY_DN27956_c0_g1	oxidoreductase activity / zinc ion binding
TRINITY_DN27956_c0_g1	oxidoreductase activity / zinc ion binding
TRINITY_DN25679_c0_g1	integral component of membrane
TRINITY_DN25679_c0_g1	integral component of membrane
TRINITY_DN21798_c0_g1	calcium ion binding
TRINITY_DN29912_c0_g1	hydrolase activity / metabolic process
TRINITY_DN31422_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN31422_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN16096_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN24598_c0_g1	amylopectin maltohydrolase activity / beta-amylase activity / polysaccharide catabolic process
TRINITY_DN24598_c0_g1	amylopectin maltohydrolase activity / beta-amylase activity / polysaccharide catabolic process
TRINITY_DN79224_c0_g1	integral component of membrane / ATP binding / hydrogen-exporting ATPase activity, phosphorylative mechanism / metal ion binding / ATP biosynthetic process
TRINITY_DN67998_c0_g1	integral component of membrane / ATP binding / hydrogen-exporting ATPase activity, phosphorylative mechanism / metal ion binding / ATP biosynthetic process
TRINITY_DN81877_c0_g1	integral component of membrane / ATP binding / hydrogen-exporting ATPase activity, phosphorylative mechanism / metal ion binding / ATP biosynthetic process
TRINITY_DN24702_c0_g1	metal ion binding / oxidoreductase activity
TRINITY_DN31085_c0_g1	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity / metal ion binding / chlorophyll biosynthetic process / photosynthesis
TRINITY_DN31085_c0_g1	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity / metal ion binding / chlorophyll biosynthetic process / photosynthesis
TRINITY_DN61255_c0_g1	polygalacturonase activity / carbohydrate metabolic process
TRINITY_DN79560_c0_g1	polygalacturonase activity / carbohydrate metabolic process
TRINITY_DN23425_c0_g1	integral component of membrane / transporter activity
TRINITY_DN23425_c0_g1	integral component of membrane / transporter activity
TRINITY_DN25680_c0_g2	integral component of membrane / glycosaminoglycan biosynthetic process / heparan sulfate proteoglycan biosynthetic process
TRINITY_DN32857_c3_g1	catalytic activity / metabolic process
TRINITY_DN24646_c0_g1	integral component of membrane / transporter activity
TRINITY_DN23907_c0_g1	integral component of membrane
TRINITY_DN28740_c1_g1	metal ion binding / pectate lyase activity / pectin catabolic process
TRINITY_DN30386_c0_g2	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN42480_c0_g1	cysteine-type peptidase activity
TRINITY_DN26264_c0_g2	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN27621_c0_g1	integral component of membrane / ion channel activity
TRINITY_DN2458_c0_g2	sequence-specific DNA binding / transcription factor activity, sequence-specific DNA binding
TRINITY_DN25001_c0_g1	integral component of membrane
TRINITY_DN11382_c0_g1	apoplast / cell wall / hydrolase activity, hydrolyzing O-glycosyl compounds / xyloglucan:xyloglucosyl transferase activity / cell wall biogenesis / cell wall organization / xyloglucan metabolic process
TRINITY_DN21401_c0_g1	nucleus / sequence-specific DNA binding / regulation of transcription, DNA-templated
TRINITY_DN23437_c0_g3	flavin adenine dinucleotide binding / geranylgeranyl reductase activity / oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor / chlorophyll biosynthetic process / photosynthesis / tRNA processing
TRINITY_DN32349_c0_g1	nucleus / DNA binding / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN31670_c0_g2	integral component of membrane / ATP binding / protein kinase activity
TRINITY_DN31124_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN31124_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN31124_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN30775_c0_g1	integral component of membrane / ATP binding / protein kinase activity
TRINITY_DN30806_c0_g1	integral component of membrane
TRINITY_DN30806_c0_g1	integral component of membrane
TRINITY_DN29543_c0_g3	nucleus / sequence-specific DNA binding / regulation of transcription, DNA-templated
TRINITY_DN29543_c0_g3	nucleus / sequence-specific DNA binding / regulation of transcription, DNA-templated
TRINITY_DN30661_c0_g2	integral component of membrane / heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN28337_c0_g1	integral component of membrane / iron ion binding
TRINITY_DN17915_c0_g1	nucleosome / nucleus / DNA binding / protein heterodimerization activity
TRINITY_DN30407_c0_g1	integral component of membrane / metal ion transmembrane transporter activity
TRINITY_DN29621_c0_g1	L-threonine ammonia-lyase activity / pyridoxal phosphate binding / isoleucine biosynthetic process
TRINITY_DN28651_c0_g1	DNA binding / DNA-directed 5'-3' RNA polymerase activity / transcription, DNA-templated
TRINITY_DN28651_c0_g1	DNA binding / DNA-directed 5'-3' RNA polymerase activity / transcription, DNA-templated
TRINITY_DN32737_c0_g4	catechol oxidase activity / metal ion binding / pigment biosynthetic process
TRINITY_DN32737_c0_g4	catechol oxidase activity / metal ion binding / pigment biosynthetic process
TRINITY_DN29670_c0_g6	integral component of membrane / aspartic-type endopeptidase activity
TRINITY_DN49279_c0_g1	hydrolase activity, acting on ester bonds
TRINITY_DN32302_c0_g1	iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN32302_c0_g1	iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN32302_c0_g1	iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN32957_c2_g3	serine-type carboxypeptidase activity
TRINITY_DN23948_c0_g1	cell / protein disulfide oxidoreductase activity / cell redox homeostasis / glycerol ether metabolic process
TRINITY_DN64109_c0_g1	integral component of membrane / ATP binding / protein kinase activity
TRINITY_DN14878_c0_g1	integral component of membrane / transmembrane transporter activity
TRINITY_DN75350_c0_g1	oxidoreductase activity / zinc ion binding
TRINITY_DN30415_c0_g2	integral component of membrane / Golgi vesicle transport
TRINITY_DN25875_c0_g1	transferase activity, transferring glycosyl groups
TRINITY_DN32029_c0_g2	sequence-specific DNA binding / transcription factor activity, sequence-specific DNA binding / transcription, DNA-templated
TRINITY_DN27357_c0_g1	integral component of membrane
TRINITY_DN16354_c0_g1	nucleus / DNA binding / leaf formation / transcription, DNA-templated
TRINITY_DN27341_c0_g1	integral component of membrane / transporter activity
TRINITY_DN15997_c0_g1	integral component of membrane / cation transmembrane transporter activity
TRINITY_DN27732_c0_g1	integral component of membrane / ion channel activity
TRINITY_DN73578_c0_g1	cell wall / integral component of membrane / aspartyl esterase activity / enzyme inhibitor activity / pectinesterase activity / cell wall modification / pectin catabolic process
TRINITY_DN861_c0_g1	cell wall / integral component of membrane / aspartyl esterase activity / enzyme inhibitor activity / pectinesterase activity / cell wall modification / pectin catabolic process
TRINITY_DN30639_c1_g2	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer / metabolic process
TRINITY_DN10883_c0_g1	calcium ion binding
TRINITY_DN32313_c0_g1	inositol 3-alpha-galactosyltransferase activity / galactose metabolic process
TRINITY_DN32565_c0_g1	transferase activity, transferring acyl groups other than amino-acyl groups
TRINITY_DN24497_c0_g1	chloroplast / signal recognition particle, chloroplast targeting / protein import into chloroplast thylakoid membrane / response to light stimulus
TRINITY_DN27411_c0_g1	calcium ion binding / calcium-dependent phospholipid binding
TRINITY_DN32121_c0_g2	integral component of membrane / glutathione hydrolase activity / glutathione catabolic process
TRINITY_DN31507_c0_g2	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN27433_c0_g1	hydrolase activity / lipid catabolic process
TRINITY_DN25887_c0_g1	glycine cleavage complex / glycine decarboxylation via glycine cleavage system
TRINITY_DN25559_c0_g1	integral component of membrane
TRINITY_DN25559_c0_g1	integral component of membrane
TRINITY_DN21614_c0_g1	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN19924_c0_g1	hydrolase activity / metabolic process
TRINITY_DN21149_c0_g1	integral component of membrane / lipid binding / lipid transport
TRINITY_DN31012_c0_g2	integral component of membrane / ATP binding / ATPase activity
TRINITY_DN31131_c0_g2	transferase activity, transferring acyl groups other than amino-acyl groups / fatty acid biosynthetic process
TRINITY_DN26806_c0_g1	lipase activity / lipid metabolic process
TRINITY_DN23868_c0_g1	beta-N-acetylhexosaminidase activity / carbohydrate metabolic process
TRINITY_DN23868_c0_g1	beta-N-acetylhexosaminidase activity / carbohydrate metabolic process
TRINITY_DN28347_c0_g1	cell / ferric iron binding / ferroxidase activity / cellular iron ion homeostasis / iron ion transport
TRINITY_DN15423_c0_g1	membrane / flavin adenine dinucleotide binding / long-chain-alcohol oxidase activity
TRINITY_DN16967_c0_g2	integral component of membrane
TRINITY_DN16884_c0_g1	ATP binding / calcium ion binding / protein kinase activity
TRINITY_DN28941_c2_g1	integral component of membrane / transmembrane transport
TRINITY_DN18600_c0_g1	integral component of membrane / plasma membrane
TRINITY_DN23906_c0_g1	nucleotidase activity
TRINITY_DN26677_c0_g1	integral component of membrane / photosystem II / photosynthesis
TRINITY_DN32086_c2_g10	nucleus / DNA binding / metal ion binding / transcription factor activity, sequence-specific DNA binding / flower development / transcription, DNA-templated
TRINITY_DN32713_c0_g2	chloroplast / DNA binding / plastid sigma factor activity / transcription factor activity, sequence-specific DNA binding / DNA-templated transcription, initiation
TRINITY_DN32713_c0_g2	chloroplast / DNA binding / plastid sigma factor activity / transcription factor activity, sequence-specific DNA binding / DNA-templated transcription, initiation
TRINITY_DN31841_c1_g3	endoplasmic reticulum / isomerase activity / cell redox homeostasis
TRINITY_DN31841_c1_g3	endoplasmic reticulum / isomerase activity / cell redox homeostasis
TRINITY_DN16983_c0_g3	cell wall / extracellular region / membrane / plant-type cell wall organization
TRINITY_DN32602_c0_g7	DNA binding
TRINITY_DN31148_c0_g1	methyltransferase activity
TRINITY_DN31148_c0_g1	methyltransferase activity
TRINITY_DN31148_c0_g1	methyltransferase activity
TRINITY_DN31148_c0_g1	methyltransferase activity
TRINITY_DN22476_c0_g1	sequence-specific DNA binding / transcription factor activity, sequence-specific DNA binding / zinc ion binding
TRINITY_DN32095_c0_g5	zinc ion binding
TRINITY_DN18769_c0_g1	integral component of membrane / enzyme inhibitor activity
TRINITY_DN22029_c0_g1	integral component of membrane / enzyme inhibitor activity
TRINITY_DN30150_c1_g2	microtubule binding
TRINITY_DN25021_c0_g1	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN25021_c0_g1	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN27877_c0_g1	transferase activity, transferring acyl groups other than amino-acyl groups / biosynthetic process
TRINITY_DN30177_c2_g1	zinc ion binding
TRINITY_DN20504_c0_g1	metal ion binding / pectate lyase activity / pectin catabolic process
TRINITY_DN32454_c1_g4	oxidoreductase activity
TRINITY_DN28368_c0_g1	extrinsic component of membrane / photosystem II oxygen evolving complex / calcium ion binding / photosynthesis
TRINITY_DN31656_c0_g4	oxidoreductase activity
TRINITY_DN31656_c0_g3	oxidoreductase activity
TRINITY_DN31656_c0_g2	oxidoreductase activity
TRINITY_DN31963_c0_g3	glycopeptide alpha-N-acetylgalactosaminidase activity
TRINITY_DN46795_c0_g1	beta-galactosidase activity / carbohydrate binding / carbohydrate metabolic process
TRINITY_DN27414_c0_g2	nucleic acid binding
TRINITY_DN27414_c0_g2	nucleic acid binding
TRINITY_DN24858_c0_g1	nucleic acid binding / zinc ion binding
TRINITY_DN29482_c3_g1	integral component of membrane
TRINITY_DN26587_c0_g2	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN26587_c0_g3	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN31926_c0_g1	anthranilate phosphoribosyltransferase activity / tryptophan biosynthetic process
TRINITY_DN29831_c0_g1	phosphopyruvate hydratase complex / magnesium ion binding / phosphopyruvate hydratase activity / glycolytic process
TRINITY_DN22920_c0_g1	nucleus / transcription factor activity, sequence-specific DNA binding
TRINITY_DN22611_c0_g1	transferase activity, transferring acyl groups other than amino-acyl groups
TRINITY_DN32644_c0_g4	ATP binding / protein kinase activity
TRINITY_DN32644_c0_g4	ATP binding / protein kinase activity
TRINITY_DN23970_c0_g2	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN24427_c0_g1	hydrolase activity / metabolic process
TRINITY_DN29217_c0_g1	integral component of membrane / ATP binding / ATPase activity
TRINITY_DN32603_c1_g1	integral component of membrane / antiporter activity / drug transmembrane transporter activity
TRINITY_DN32274_c0_g2	integral component of membrane
TRINITY_DN20215_c0_g1	primary metabolic process
TRINITY_DN66940_c0_g1	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN16799_c0_g2	transferase activity, transferring hexosyl groups / metabolic process
TRINITY_DN32312_c1_g8	integral component of membrane / iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN32312_c1_g2	integral component of membrane / iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN42247_c0_g1	transferase activity, transferring acyl groups other than amino-acyl groups
TRINITY_DN22768_c0_g1	enzyme inhibitor activity
TRINITY_DN21369_c0_g1	cellulase activity / cellulose catabolic process
TRINITY_DN73826_c0_g1	flavin adenine dinucleotide binding / oxidoreductase activity, acting on CH-OH group of donors
TRINITY_DN58749_c0_g1	flavin adenine dinucleotide binding / oxidoreductase activity, acting on CH-OH group of donors
TRINITY_DN22569_c0_g1	RNA binding
TRINITY_DN22106_c0_g2	integral component of plasma membrane / sucrose transmembrane transporter activity
TRINITY_DN52044_c0_g1	integral component of membrane / heme binding / iron ion binding / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN52044_c0_g1	integral component of membrane / heme binding / iron ion binding / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN28493_c1_g2	membrane / calcium ion binding / mannosyl-oligosaccharide 1,2-alpha-mannosidase activity / metabolic process
TRINITY_DN28340_c3_g1	cell wall / extracellular region / integral component of membrane / aspartyl esterase activity / enzyme inhibitor activity / pectinesterase activity / cell wall modification / pectin catabolic process
TRINITY_DN31742_c0_g2	hydrolase activity, acting on ester bonds
TRINITY_DN32896_c0_g1	serine-type endopeptidase activity
TRINITY_DN19405_c0_g1	integral component of membrane
TRINITY_DN31600_c1_g3	ribonuclease T2 activity / RNA binding
TRINITY_DN27435_c0_g1	integral component of membrane / lipid metabolic process
TRINITY_DN18855_c0_g1	integral component of membrane / electron carrier activity
TRINITY_DN4151_c0_g1	2 iron, 2 sulfur cluster binding / nitrite reductase [NAD(P)H] activity / nitrate assimilation
TRINITY_DN31971_c3_g3	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN31971_c3_g3	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN69076_c0_g1	extracellular region
TRINITY_DN29994_c1_g4	integral component of membrane
TRINITY_DN23852_c0_g1	nucleus / DNA binding / leaf formation / transcription, DNA-templated
TRINITY_DN17063_c0_g1	diacylglycerol O-acyltransferase activity / glycerolipid biosynthetic process
TRINITY_DN25963_c0_g1	extracellular region / heme binding / metal ion binding / peroxidase activity / hydrogen peroxide catabolic process / response to oxidative stress
TRINITY_DN30099_c2_g1	photosystem I reaction center / photosynthesis
TRINITY_DN28148_c0_g3	signal transducer activity / phototropism
TRINITY_DN32858_c2_g2	integral component of membrane / copper ion binding / oxidoreductase activity / serine-type carboxypeptidase activity
TRINITY_DN30016_c0_g3	serine-type carboxypeptidase activity
TRINITY_DN31723_c0_g2	nucleus / DNA binding / regulation of transcription, DNA-templated
TRINITY_DN31723_c0_g2	nucleus / DNA binding / regulation of transcription, DNA-templated
TRINITY_DN24116_c0_g1	ATP binding / protein serine/threonine kinase activity
TRINITY_DN25407_c0_g2	metal ion binding / oxidoreductase activity
TRINITY_DN25407_c0_g1	metal ion binding / oxidoreductase activity
TRINITY_DN25407_c0_g3	metal ion binding / oxidoreductase activity
TRINITY_DN22715_c0_g1	transferase activity, transferring acyl groups other than amino-acyl groups
TRINITY_DN31801_c0_g1	integral component of membrane / substrate-specific transmembrane transporter activity
TRINITY_DN27310_c0_g1	serine-type peptidase activity
TRINITY_DN20908_c0_g1	electron carrier activity
TRINITY_DN35013_c0_g2	protein dimerization activity
TRINITY_DN17324_c0_g1	DNA-3-methyladenine glycosylase activity / base-excision repair
TRINITY_DN23977_c0_g1	integral component of membrane / transporter activity
TRINITY_DN32843_c0_g4	chalcone isomerase activity / flavonoid biosynthetic process
TRINITY_DN81657_c0_g1	magnesium ion binding / terpene synthase activity / metabolic process
TRINITY_DN7568_c0_g1	magnesium ion binding / terpene synthase activity / metabolic process
TRINITY_DN67795_c0_g1	magnesium ion binding / terpene synthase activity / metabolic process
TRINITY_DN29004_c0_g2	nucleus / DNA binding / metal ion binding
TRINITY_DN29004_c0_g2	nucleus / DNA binding / metal ion binding
TRINITY_DN28493_c1_g2	palmitoyl hydrolase activity
TRINITY_DN32260_c0_g4	integral component of membrane / iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN32260_c0_g4	integral component of membrane / iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN30972_c0_g1	integral component of membrane / metal ion transmembrane transporter activity
TRINITY_DN60536_c0_g1	lipid binding / lipid transport
TRINITY_DN11362_c0_g1	lipid binding / lipid transport
TRINITY_DN28660_c0_g2	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN25957_c0_g1	integral component of membrane / ATP binding / ATPase activity
TRINITY_DN75674_c0_g1	hydrolase activity / metabolic process
TRINITY_DN28766_c0_g1	integral component of membrane
TRINITY_DN31950_c0_g2	chitin binding / carbohydrate metabolic process
TRINITY_DN11802_c0_g2	diacylglycerol O-acyltransferase activity / glycerolipid biosynthetic process
TRINITY_DN8526_c0_g1	diacylglycerol O-acyltransferase activity / glycerolipid biosynthetic process
TRINITY_DN32312_c1_g5	integral component of membrane / iron ion binding / oxidoreductase activity / lipid biosynthetic process
TRINITY_DN18685_c1_g3	structural constituent of cell wall / plant-type cell wall organization
TRINITY_DN25217_c0_g1	nucleus / DNA binding / regulation of transcription, DNA-templated
TRINITY_DN31371_c0_g1	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
TRINITY_DN26501_c0_g2	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN16091_c0_g2	chloroplast thylakoid membrane / integral component of membrane / photosystem I / photosystem II / chlorophyll binding / photosynthesis, light harvesting / protein-chromophore linkage
TRINITY_DN28138_c0_g1	heme binding / iron ion binding / monooxygenase activity / oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
TRINITY_DN26337_c0_g2	chloroplast thylakoid membrane / copper ion binding / electron carrier activity / oxidation-reduction process
TRINITY_DN32814_c1_g3	catalytic activity / coenzyme binding
TRINITY_DN7787_c0_g2	catalytic activity / coenzyme binding
TRINITY_DN37327_c0_g1	integral component of membrane / plasma membrane / carbohydrate transport
TRINITY_DN25845_c1_g1	integral component of membrane / photosystem II oxygen evolving complex / photosynthesis
TRINITY_DN25845_c1_g2	integral component of membrane / photosystem II oxygen evolving complex / photosynthesis
TRINITY_DN29951_c0_g1	integral component of membrane / ATP binding / metalloendopeptidase activity
TRINITY_DN13437_c0_g1	magnesium chelatase activity / chlorophyll biosynthetic process
TRINITY_DN14052_c0_g1	catalytic activity
TRINITY_DN30739_c0_g1	catalytic activity
TRINITY_DN31743_c1_g1	integral component of membrane / transferase activity, transferring glycosyl groups
TRINITY_DN19782_c0_g1	phosphoenolpyruvate carboxylase activity / carbon fixation / tricarboxylic acid cycle
TRINITY_DN31344_c1_g4	phosphoenolpyruvate carboxylase activity / carbon fixation / tricarboxylic acid cycle
TRINITY_DN20183_c0_g1	nucleus / DNA binding / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN8021_c0_g1	nucleus / DNA binding / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN21068_c0_g1	integral component of membrane / ammonium transmembrane transporter activity
TRINITY_DN31078_c0_g3	photosystem II assembly
TRINITY_DN21750_c0_g1	magnesium ion binding / terpene synthase activity / metabolic process
TRINITY_DN21750_c0_g1	magnesium ion binding / terpene synthase activity / metabolic process
TRINITY_DN30206_c0_g2	integral component of membrane
TRINITY_DN19516_c0_g2	arylformamidase activity / tryptophan catabolic process to kynurenine
TRINITY_DN28546_c0_g1	nucleic acid binding
TRINITY_DN24735_c0_g3	DNA binding
TRINITY_DN26359_c0_g1	integral component of membrane / transporter activity / oligopeptide transport
TRINITY_DN32456_c0_g4	serine-type endopeptidase activity
TRINITY_DN28368_c0_g1	extrinsic component of membrane / photosystem II oxygen evolving complex / calcium ion binding / photosynthesis
TRINITY_DN27406_c0_g1	nucleus / DNA binding / regulation of transcription, DNA-templated / transcription, DNA-templated
TRINITY_DN25200_c0_g2	fatty-acyl-CoA reductase (alcohol-forming) activity / lipid metabolic process
TRINITY_DN26523_c0_g1	fructose 1,6-bisphosphate 1-phosphatase activity / carbohydrate metabolic process
TRINITY_DN22252_c0_g1	oxidoreductase activity
TRINITY_DN29005_c0_g1	apoplast / cell wall / hydrolase activity, hydrolyzing O-glycosyl compounds / xyloglucan:xyloglucosyl transferase activity / cell wall biogenesis / cell wall organization / xyloglucan metabolic process
TRINITY_DN30297_c0_g3	integral component of membrane / transferase activity, transferring glycosyl groups
TRINITY_DN32020_c0_g5	extrinsic component of membrane / integral component of membrane / photosystem II oxygen evolving complex / calcium ion binding / photosynthesis / photosystem II stabilization
TRINITY_DN32020_c0_g5	extrinsic component of membrane / integral component of membrane / photosystem II oxygen evolving complex / calcium ion binding / photosynthesis / photosystem II stabilization
TRINITY_DN28470_c0_g1	integral component of membrane / ATP binding / ATPase activity, coupled to transmembrane movement of substances
TRINITY_DN28470_c0_g1	integral component of membrane / ATP binding / ATPase activity, coupled to transmembrane movement of substances
TRINITY_DN28470_c0_g3	integral component of membrane / ATP binding / ATPase activity, coupled to transmembrane movement of substances
TRINITY_DN28470_c0_g3	integral component of membrane / ATP binding / ATPase activity, coupled to transmembrane movement of substances
TRINITY_DN20550_c0_g1	aspartic-type endopeptidase activity
TRINITY_DN38527_c0_g1	integral component of membrane / ATP binding / protein kinase activity
TRINITY_DN58522_c0_g1	integral component of membrane / ATP binding / protein kinase activity
TRINITY_DN24765_c0_g1	oxidoreductase activity / zinc ion binding
